account,stage,amount,creationDate,closeDate,practice,offer,sector,segment,director,manager,source,competitiveness,code
account618,1,90000,5/6/18,2/7/18,practice1,offer56,sector3,segment26,director78,manager13,NA,NA,RCV
account285,1,676501,4/4/17,29/5/17,practice4,offer51,NA,segment45,director113,manager68,source7,NA,PMC
account705,1,10200,4/4/17,12/4/17,practice1,offer10,sector3,segment44,director111,manager45,source2,NA,TPT
account478,1,31750,4/4/17,25/4/17,practice1,offer8,sector4,segment35,director122,manager195,source2,NA,MEA
account241,0,250000,2/6/18,6/8/18,practice4,offer43,NA,segment20,director52,manager283,NA,Competitive,DED
account254,0,134600,2/6/18,3/7/18,practice4,offer44,NA,segment19,director26,manager320,NA,NA,DHS
account233,1,487027.65,13/7/18,16/8/18,practice1,offer56,NA,segment12,director51,manager101,NA,NA,DOD
account154,1,150000,13/7/18,10/8/18,practice1,offer54,NA,NA,director9,manager298,NA,NA,CBG
account470,1,18200,11/1/17,11/1/17,practice1,offer6,NA,NA,director115,manager71,source3,NA,MRS
account309,0,60000,19/4/16,27/6/16,practice1,offer10,sector4,NA,director131,manager257,source2,NA,EPC
account261,1,8000,19/4/16,6/5/16,practice1,offer10,sector1,segment28,director115,manager85,source2,NA,AGJ
account751,1,189500,19/4/16,1/6/16,practice3,offer33,sector2,segment25,director115,manager233,source2,NA,UTS
account583,1,8650,19/4/16,10/5/16,practice3,offer34,sector3,segment40,director135,manager157,source2,NA,PIL
account57,1,72000,19/4/16,3/8/16,practice3,offer33,sector2,segment25,director115,manager68,source2,NA,CUA
account434,1,65454.55,25/8/18,1/9/18,practice3,offer37,NA,segment25,director81,manager239,NA,NA,LTU
account41,1,14545.45,28/9/18,27/11/18,practice4,offer53,NA,NA,director35,manager42,NA,NA,TAP
account559,1,7650,28/9/18,9/10/18,practice1,offer54,sector8,segment17,director95,manager202,source2,Sole sourced,DCL
account774,1,6750,27/6/18,27/6/18,practice1,offer56,sector7,segment28,director102,manager212,NA,NA,VLA
account798,1,21000,20/1/17,21/2/17,practice4,offer44,sector4,NA,director126,manager97,source2,NA,WQP
account333,1,83000,20/1/17,20/1/17,practice4,offer44,NA,NA,director131,manager17,source2,NA,FML
account753,1,9090.91,20/1/17,31/1/17,practice1,offer10,sector2,segment25,director28,manager49,source2,NA,UWA
account279,1,50000,17/1/17,31/1/17,practice4,offer51,sector5,segment19,director1,manager117,source2,NA,DFC
account548,1,94000,17/1/17,21/2/17,practice4,offer44,sector4,segment19,director115,manager119,source2,NA,DOH
account254,0,199000,17/1/17,11/4/17,practice4,offer45,sector5,segment19,director149,manager178,source2,NA,DHS
account61,1,5625,17/1/17,1/2/17,practice1,offer44,sector4,segment19,director85,manager170,source2,NA,ACQ
account272,0,7500,17/1/17,28/3/17,practice4,offer44,sector1,segment45,director49,manager97,source2,NA,DPC
account266,1,64181.82,17/1/17,3/2/17,practice4,offer10,sector8,segment19,director28,manager49,source2,NA,DMP
account643,0,70000,21/4/16,29/6/16,practice4,offer44,sector5,NA,director169,manager317,source2,NA,SMF
account272,0,200000,21/4/16,25/5/16,practice4,offer51,sector2,segment45,director6,manager12,source2,NA,DPC
account241,0,3000000,23/5/18,20/11/18,practice3,offer30,NA,segment20,director112,manager148,NA,NA,DED
account278,0,250000,23/5/18,28/6/18,practice4,offer43,sector8,segment37,director5,manager6,NA,NA,DIN
account765,0,300000,11/7/18,1/11/18,practice4,offer43,NA,segment15,director143,manager121,source2,NA,VPL
account260,0,84700,14/1/17,10/2/17,practice4,offer44,sector1,segment14,director29,manager281,source2,NA,DEM
account243,0,2400,14/1/17,5/2/18,practice4,offer44,sector8,segment19,director82,manager154,source2,Sole sourced,QDS
account251,1,295173,14/1/17,7/4/17,practice4,offer44,sector4,segment19,director122,manager97,source2,NA,DHA
account496,0,162000,14/1/17,8/2/17,practice1,offer8,sector2,segment25,director134,manager182,source2,NA,MSH
account704,0,20000,23/1/17,18/7/17,practice1,offer10,sector2,segment25,director158,manager199,source2,NA,OUU
account740,1,40000,23/1/17,10/2/17,practice3,offer34,sector2,segment25,director169,manager2,source2,NA,UME
account250,1,16000,23/1/17,23/1/17,practice4,offer44,sector2,segment14,director126,manager240,source2,NA,DFT
account126,1,13200,23/1/17,24/1/17,practice3,offer36,sector6,NA,director53,manager137,source2,NA,BCL
account4,1,754725,28/6/18,7/8/18,practice3,offer42,NA,segment30,director79,manager51,NA,NA,ABC
account765,1,45000,28/6/18,29/6/18,practice3,offer56,NA,segment15,director131,manager121,NA,Sole sourced,VPL
account500,1,9850,19/7/18,3/8/18,practice1,offer12,NA,NA,director83,manager89,NA,NA,MAV
account18,0,80000,19/7/18,15/11/18,practice3,offer37,NA,segment19,director79,manager101,NA,NA,NAS
account354,1,19850,19/7/18,7/8/18,practice3,offer56,NA,NA,director22,manager49,source3,Sole sourced,GSI
account501,1,65127.27,12/1/17,31/1/17,practice3,offer33,sector2,segment25,director92,manager252,source2,NA,MUR
account548,1,6000,24/5/18,24/5/18,practice4,offer44,NA,segment19,director104,manager216,NA,NA,DOH
account256,1,176500,9/8/18,3/9/18,practice3,offer31,NA,segment19,director105,manager54,NA,Competitive,DHP
account102,1,149000,6/9/18,7/9/18,practice3,offer40,NA,segment36,director158,manager239,source5,Sole sourced,BAE
account489,1,16250,7/4/16,19/4/16,practice1,offer10,sector7,segment15,director158,manager282,source2,NA,MFB
account394,1,108750,13/4/16,13/4/16,practice1,offer34,sector3,segment26,director135,manager85,source2,NA,ICR
account804,1,79636.36,13/4/16,4/5/16,practice1,offer10,sector5,segment16,director169,manager198,source2,NA,WIE
account220,1,136200,13/4/16,30/5/16,practice4,offer48,sector1,segment41,director33,manager178,source2,NA,DII
account260,1,NA,13/4/16,28/11/18,practice4,offer44,NA,segment14,director154,manager265,source7,NA,DEM
account767,1,15000,13/4/16,13/4/16,practice4,offer44,sector2,segment25,director154,manager141,source2,NA,VUN
account244,1,16000,13/4/16,13/4/16,practice1,offer10,sector8,segment17,director147,manager238,source2,NA,DSE
account292,1,127866.36,13/4/16,5/5/16,practice4,offer44,sector1,segment19,director113,manager247,source2,NA,DVA
account292,0,125000,13/4/16,8/7/16,practice4,offer48,sector1,segment19,director131,manager28,source2,NA,DVA
account220,0,13000,13/4/16,18/10/16,practice1,offer10,sector1,segment41,director147,manager238,source2,NA,DII
account83,1,43850,13/4/16,21/4/16,practice3,offer34,sector1,segment6,director29,manager59,source2,NA,ANA
account290,0,100000,13/4/16,16/6/16,practice4,offer48,sector1,segment14,director154,manager92,source2,NA,FDT
account228,0,100000,13/4/16,4/5/16,practice4,offer48,sector8,segment19,director29,manager68,source2,NA,DAF
account707,0,65000,13/4/16,3/5/16,practice4,offer44,sector4,NA,director85,manager208,source2,NA,SAX
account477,0,1,28/6/17,6/2/18,practice3,offer25,NA,segment26,director141,manager164,source2,NA,MPL
account238,1,114681,28/6/17,10/7/17,practice4,offer44,NA,segment20,director126,manager215,source2,NA,DNT
account272,1,200000,28/6/17,27/9/17,practice4,offer51,NA,segment45,director26,manager183,source2,NA,DPC
account183,1,13950,28/6/17,28/6/17,practice1,offer10,NA,segment19,director52,manager139,source2,NA,CYW
account244,1,31700,25/9/17,5/10/17,practice4,offer44,NA,segment17,director39,manager73,NA,NA,DSE
account367,1,28700,18/9/17,25/9/17,practice1,offer56,NA,segment25,director74,manager126,source2,NA,GRF
account655,1,180000,18/9/17,28/10/17,practice4,offer44,sector4,segment19,director52,manager66,NA,NA,ACT
account616,1,98300,18/9/17,14/10/17,practice1,offer53,sector8,segment43,director117,manager31,source2,NA,QUU
account627,1,67000,18/9/17,12/1/18,practice1,offer14,sector2,segment25,director81,manager144,NA,NA,RMI
account243,0,150000,18/9/17,7/11/17,practice1,offer14,NA,segment19,director115,manager275,NA,NA,QDS
account804,1,9000,21/8/17,21/8/17,practice1,offer54,NA,segment16,director94,manager120,source2,NA,WIE
account233,0,232000,21/8/17,3/11/17,practice1,offer56,NA,segment12,director51,manager273,NA,NA,DOD
account496,0,90000,26/9/17,24/11/17,practice1,offer15,sector2,segment25,director78,manager209,NA,NA,MSH
account245,0,787875,28/9/17,19/1/18,practice4,offer43,NA,segment19,director1,manager208,NA,NA,HSN
account251,1,191600,28/9/17,16/10/17,practice1,offer56,NA,segment19,director149,manager143,NA,NA,DHA
account543,1,18500,28/6/17,8/7/17,practice3,offer35,NA,segment14,director79,manager158,source2,NA,IIN
account778,0,80000,28/6/17,25/7/17,practice3,offer33,NA,segment24,director26,manager305,source2,NA,VPA
account78,1,59090.91,28/6/17,28/6/17,practice1,offer10,sector2,segment34,director13,manager186,source2,NA,TSL
account548,1,36400,28/6/17,7/7/17,practice4,offer51,NA,segment19,director149,manager259,source2,NA,DOH
account478,1,5000,28/6/17,31/7/17,practice1,offer8,sector4,segment35,director61,manager116,source2,NA,MEA
account770,0,100000,26/9/17,27/11/17,practice3,offer38,NA,NA,director112,manager231,NA,NA,VFM
account165,1,3200,30/6/17,30/6/17,practice4,offer44,sector5,segment23,director49,manager97,source2,NA,CAY
account232,0,200000,30/6/17,11/12/17,practice3,offer34,sector5,segment19,director131,manager184,source11,NA,DOC
account264,0,50000,30/6/17,28/7/17,practice4,offer51,NA,segment28,director19,manager41,source11,NA,DJU
account670,1,19990,27/6/17,17/7/17,practice3,offer34,NA,segment25,director111,manager145,source2,NA,SFH
account254,1,74000,28/9/17,16/10/17,practice4,offer43,NA,segment19,director26,manager234,NA,NA,DHS
account663,1,10000,13/4/16,13/4/16,practice4,offer44,sector4,NA,director131,manager69,source2,NA,PHN
account241,1,44600,13/4/16,13/4/16,practice1,offer10,sector2,segment20,director52,manager283,source2,NA,DED
account740,1,4500,13/4/16,13/4/16,practice1,offer10,sector2,segment25,director169,manager165,source2,NA,UME
account241,1,2350,27/6/17,1/1/19,practice2,offer25,sector2,segment20,director141,manager179,source2,NA,DED
account496,1,26425,19/9/17,11/10/17,practice1,offer54,NA,segment25,director169,manager305,NA,NA,MSH
account241,0,827099,4/5/16,5/8/16,practice4,offer51,sector2,segment20,director141,manager2,source2,NA,DED
account241,1,27000,26/6/17,3/7/17,practice2,offer20,sector2,segment20,director141,manager179,source2,NA,DED
account254,1,37000,26/6/17,27/6/17,practice1,offer10,sector5,segment19,director141,manager136,source2,NA,DHS
account282,0,200000,18/8/17,3/1/18,practice1,offer56,sector8,segment17,director117,manager313,NA,NA,DWR
account231,1,45050,18/8/17,1/9/17,practice4,offer44,NA,segment19,director160,manager220,source3,NA,DHG
account646,1,16700,26/6/17,30/6/17,practice3,offer33,sector4,segment1,director36,manager113,source2,NA,SBV
account74,1,65000,29/6/17,17/7/17,practice4,offer44,NA,NA,director126,manager216,source2,NA,AFA
account673,1,437900,19/9/17,16/10/17,practice1,offer54,sector4,segment1,director61,manager313,NA,NA,SJG
account279,0,1,26/9/17,28/11/18,practice3,offer42,NA,segment19,director1,manager165,NA,NA,DFC
account95,0,400000,26/9/17,17/10/17,practice1,offer56,NA,segment14,director115,manager233,NA,NA,ATR
account634,1,15000,26/9/17,19/10/17,practice4,offer43,NA,NA,director149,manager278,NA,NA,RFB
account233,1,1867800,27/9/17,14/11/17,practice1,offer54,NA,segment12,director51,manager303,NA,NA,DOD
account292,1,67850,27/9/17,3/10/17,practice4,offer44,NA,segment19,director113,manager215,NA,NA,DVA
account728,1,51172,20/10/17,31/10/17,practice4,offer42,NA,segment1,director149,manager278,NA,NA,UCQ
account231,1,19550,20/10/17,23/10/17,practice4,offer44,NA,segment19,director160,manager99,NA,NA,DHG
account265,1,17500,20/10/17,9/1/18,practice3,offer41,sector8,segment19,director111,manager45,NA,NA,DIP
account255,0,1000000,23/9/17,5/1/18,practice3,offer58,NA,segment38,director79,manager122,NA,NA,DIM
account484,1,15000,15/9/17,12/10/17,practice1,offer54,NA,segment43,director169,manager301,NA,NA,MWA
account73,1,206364,15/9/17,9/11/17,practice1,offer56,NA,segment15,director150,manager39,NA,NA,AFP
account254,1,56364,22/9/17,23/10/17,practice4,offer44,NA,segment19,director26,manager320,NA,NA,DHS
account241,0,200000,22/9/17,21/3/18,practice4,offer43,sector2,segment20,director154,manager2,NA,NA,DED
account541,1,NA,30/6/17,29/6/17,practice4,offer44,NA,segment27,director124,manager245,source2,NA,NUK
account57,0,119400,30/6/17,21/9/17,practice1,offer8,NA,segment25,director115,manager161,source2,NA,CUA
account548,0,340000,22/9/17,9/2/18,practice4,offer19,NA,segment19,director1,manager118,NA,NA,DOH
account543,0,160300,8/4/16,26/5/16,practice3,offer34,sector1,segment14,director58,manager51,source2,NA,IIN
account271,1,41790,8/4/16,19/4/16,practice4,offer48,sector1,segment45,director158,manager282,source2,NA,NPD
account506,1,5800,6/5/16,6/5/16,practice1,offer10,sector8,NA,director147,manager238,source2,NA,MFI
account245,1,49665,6/5/16,11/5/16,practice4,offer51,sector5,segment19,director99,manager117,source2,NA,HSN
account548,1,11500,18/8/16,30/9/16,practice1,offer44,sector4,segment19,director85,manager161,source2,NA,DOH
account261,1,14000,6/5/16,6/5/16,practice3,offer34,sector7,segment28,director123,manager28,source2,NA,AGJ
account514,1,37272.73,6/5/16,10/5/16,practice1,offer10,sector5,segment13,director158,manager291,source2,NA,NDI
account261,1,98250,11/4/16,4/5/16,practice3,offer33,sector7,segment28,director115,manager63,source2,NA,AGJ
account261,1,8000,11/4/16,20/4/16,practice1,offer10,sector7,segment28,director115,manager196,source3,NA,AGJ
account2,0,15000,11/4/16,9/9/16,practice1,offer8,sector5,NA,director51,manager42,source2,NA,TSG
account556,1,14240,23/8/16,24/8/16,practice4,offer44,sector5,NA,director85,manager170,source2,NA,ODH
account798,1,62436,23/8/16,6/9/16,practice4,offer44,sector4,NA,director126,manager97,source2,NA,WQP
account220,1,2800,18/3/16,27/4/16,practice4,offer44,sector8,segment41,director131,manager179,source2,NA,DII
account362,1,31990,18/3/16,18/3/16,practice1,offer10,sector8,NA,director123,manager28,source2,NA,GMC
account315,1,80000,25/8/16,4/1/17,practice4,offer51,sector7,segment15,director147,manager73,source2,NA,EMV
account235,0,125000,19/7/16,2/9/16,practice4,offer44,sector2,segment20,director82,manager145,source2,NA,QDE
account751,1,18000,23/5/16,27/5/16,practice1,offer20,NA,segment25,director115,manager233,source2,NA,UTS
account740,1,12000,23/5/16,8/6/16,practice1,offer10,sector2,segment25,director33,manager253,source2,NA,UME
account666,1,55500,23/5/16,18/11/16,practice1,offer10,sector2,segment25,director169,manager165,source2,NA,SWT
account514,1,10500,18/7/16,29/7/16,practice4,offer44,sector5,segment13,director141,manager182,source2,NA,NDI
account727,1,36000,18/7/16,28/7/16,practice1,offer10,sector4,segment1,director115,manager82,source2,NA,UNC
account548,0,431000,27/5/16,27/8/18,practice2,offer20,sector4,segment19,director79,manager105,source2,NA,DOH
account653,1,18000,14/5/16,14/5/16,practice2,offer20,sector4,segment35,director24,manager28,source2,NA,CSL
account362,0,50000,27/5/16,16/11/16,practice1,offer10,sector5,NA,director147,manager2,source2,NA,GMC
account751,1,30000,11/5/16,9/7/16,practice2,offer20,sector2,segment25,director162,manager251,source2,NA,UTS
account434,1,15000,17/5/16,20/5/16,practice1,offer10,sector2,segment25,director141,manager182,source2,NA,LTU
account240,0,400000,17/5/16,26/7/16,practice4,offer51,sector2,segment20,director131,manager273,source2,NA,DEW
account83,1,65000,17/5/16,6/6/16,practice3,offer36,sector1,segment6,director130,manager148,source2,NA,ANA
account220,1,1720,17/5/16,17/5/16,practice1,offer10,sector8,segment41,director119,manager277,source2,NA,DII
account448,1,29700,17/5/16,17/5/16,practice1,offer3,sector5,segment10,director169,manager157,source2,NA,MCH
account261,1,3500,19/9/16,21/9/16,practice4,offer44,NA,segment28,director115,manager233,source2,NA,AGJ
account156,0,50000,19/9/16,21/11/16,practice4,offer45,sector5,NA,director1,manager203,source2,NA,CCR
account530,0,70000,19/9/16,18/11/16,practice4,offer45,sector5,NA,director1,manager118,source2,NA,NHZ
account559,0,250000,14/11/18,27/11/18,practice1,offer53,NA,segment17,director147,manager202,NA,NA,DCL
account263,1,90460,14/11/18,23/11/18,practice3,offer41,NA,segment28,director120,manager239,source7,Competitive,DJQ
account245,1,113800,14/11/18,26/11/18,practice4,offer44,NA,segment19,director1,manager112,NA,NA,HSN
account763,1,169400,18/9/18,10/10/18,practice1,offer12,NA,segment24,director151,manager159,NA,Competitive,VCR
account205,1,156000,18/9/18,28/9/18,practice4,offer44,NA,segment28,director26,manager320,source7,Competitive,CTS
account56,1,4400,29/10/18,30/10/18,practice1,offer54,NA,segment6,director158,manager165,source2,Sole sourced,ABS
account596,1,45400,10/10/18,26/10/18,practice4,offer44,NA,segment5,director42,manager49,source2,Sole sourced,PSC
account220,0,NA,14/9/16,19/10/16,practice4,offer51,sector8,segment41,director154,manager73,source2,NA,DII
account265,1,98000,14/9/16,4/10/16,practice4,offer51,sector8,segment19,director82,manager219,source2,NA,DIP
account265,1,38500,14/9/16,19/10/16,practice1,offer45,sector8,segment19,director82,manager45,source2,NA,DIP
account241,1,5000,31/8/18,1/9/18,practice4,offer44,NA,segment20,director147,manager277,NA,NA,DED
account790,0,15000,22/8/17,29/9/17,practice3,offer11,NA,NA,director149,manager71,NA,NA,WCX
account677,1,15000,20/9/16,26/9/16,practice1,offer45,NA,NA,director115,manager161,source2,NA,SLN
account763,0,100000,29/8/18,21/9/18,practice4,offer40,NA,segment24,director151,manager187,NA,Competitive,VCR
account143,1,24700,13/9/16,13/9/16,practice4,offer44,sector4,segment33,director49,manager102,source2,NA,CMS
account241,1,127272.73,13/9/16,18/11/16,practice1,offer10,sector2,segment20,director52,manager314,source2,NA,DED
account265,1,129000,6/9/18,11/10/18,practice3,offer40,NA,segment19,director107,manager221,NA,Sole sourced,DIP
account627,1,94000,4/9/18,11/9/18,practice1,offer41,NA,segment25,director52,manager261,source2,Sole sourced,RMI
account574,1,171200,26/9/18,19/10/18,practice4,offer44,sector1,NA,director154,manager53,source2,Competitive,POV
account316,0,248802,15/8/18,23/10/18,practice1,offer12,NA,segment15,director161,manager193,source3,Competitive,EST
account343,1,25000,15/8/18,17/8/18,practice4,offer46,NA,NA,director154,manager181,source5,Sole sourced,FYA
account467,1,3600,22/8/18,23/8/18,practice1,offer44,NA,segment28,director138,manager266,NA,Sole sourced,MCV
account257,1,12600,17/5/16,29/6/16,practice4,offer44,sector1,segment19,director29,manager178,source2,NA,HSF
account742,1,175890,17/5/16,1/1/17,practice4,offer44,sector2,segment25,director126,manager49,source2,NA,UND
account251,1,16400,12/9/18,18/9/18,practice4,offer43,NA,segment19,director113,manager319,NA,NA,DHA
account263,1,4350,12/9/18,18/9/18,practice3,offer30,NA,segment28,director120,manager239,NA,Sole sourced,DJQ
account491,1,10909.09,31/10/18,2/11/18,practice1,offer11,NA,segment31,director64,manager157,NA,NA,MAO
account784,1,80000,26/7/17,3/8/17,practice1,offer54,NA,segment13,director169,manager253,source2,NA,VSA
account433,1,1350,26/7/17,26/7/17,practice4,offer44,NA,segment23,director106,manager220,source10,NA,KMG
account45,1,31200,26/7/17,28/7/17,practice1,offer54,sector4,NA,director122,manager283,source2,NA,AUS
account264,1,144850,27/10/18,17/12/18,practice1,offer41,NA,segment28,director61,manager117,NA,NA,DJU
account16,1,1,10/9/16,14/9/16,practice1,offer10,NA,segment44,director51,manager63,source2,NA,AFU
account254,0,NA,10/9/16,16/11/16,practice3,offer34,sector5,segment19,director150,manager11,source2,NA,DHS
account627,1,47800,1/10/18,13/11/18,practice1,offer53,NA,segment25,director81,manager237,NA,NA,RMI
account241,1,10000,18/5/16,18/5/16,practice1,offer10,sector2,segment20,director147,manager238,source2,NA,DED
account258,1,12000,18/5/16,18/5/16,practice1,offer10,sector1,segment14,director158,manager282,source2,NA,DIT
account393,1,5000,24/9/18,29/10/18,practice1,offer54,NA,segment10,director51,manager197,NA,NA,IME
account701,1,80000,28/8/18,16/10/18,practice4,offer44,NA,NA,director126,manager248,NA,NA,FHF
account756,1,66666.67,28/8/18,18/9/18,practice4,offer44,NA,NA,director31,manager20,source8,Sole sourced,USM
account408,1,50000,28/8/18,4/9/18,practice4,offer44,NA,segment5,director9,manager195,NA,NA,GTE
account412,0,85000,28/8/18,22/11/18,practice1,offer56,NA,NA,director5,manager241,NA,NA,IPO
account815,1,30910,28/8/18,20/9/18,practice1,offer44,NA,NA,director131,manager193,source5,Sole sourced,YOO
account644,1,75000,11/10/18,19/10/18,practice1,offer54,sector3,segment19,director135,manager309,source3,Sole sourced,SAT
account721,1,20000,11/10/18,13/10/18,practice1,offer56,NA,segment19,director52,manager159,NA,NA,TAC
account412,0,50000,28/8/18,13/10/18,practice1,offer56,NA,NA,director5,manager81,NA,NA,IPO
account753,1,66050,21/9/18,26/10/18,practice3,offer38,NA,segment25,director28,manager49,NA,NA,UWA
account277,1,49700,15/9/18,18/10/18,practice4,offer44,NA,segment2,director160,manager115,NA,NA,DRD
account743,1,12000,1/11/18,1/11/18,practice1,offer56,NA,segment25,director51,manager208,NA,NA,UNS
account130,1,9800,1/11/18,26/11/18,practice1,offer12,sector6,segment19,director107,manager157,source3,NA,BCC
account195,1,74050,1/11/18,15/11/18,practice4,offer44,NA,segment26,director126,manager97,source5,Sole sourced,CMC
account740,1,66800,16/9/16,4/10/16,practice1,offer5,sector2,segment25,director33,manager19,source2,NA,UME
account91,1,67150,16/9/16,4/10/16,practice3,offer35,sector3,segment19,director162,manager267,source2,NA,ASI
account750,1,114500,5/9/18,3/10/18,practice4,offer43,NA,segment25,director70,manager204,NA,NA,UTA
account480,1,18000,5/9/18,25/10/18,practice1,offer11,NA,NA,director34,manager66,source3,Sole sourced,MCX
account361,1,4600,5/9/18,6/9/18,practice1,offer56,NA,segment17,director147,manager277,NA,NA,GBR
account548,1,89200,20/9/18,20/9/18,practice4,offer41,NA,segment19,director149,manager128,source7,Sole sourced,DOH
account265,1,20000,15/9/16,23/9/16,practice3,offer35,sector8,segment19,director111,manager173,source2,NA,DIP
account263,1,4541.4,23/8/18,28/8/18,practice3,offer42,NA,segment28,director105,manager239,source3,Sole sourced,DJQ
account749,1,19000,8/10/18,10/10/18,practice3,offer42,NA,segment25,director92,manager191,NA,NA,USY
account355,1,60000,8/10/18,15/11/18,practice3,offer41,NA,segment25,director50,manager100,NA,NA,GST
account57,1,60400,8/10/18,25/10/18,practice1,offer54,NA,segment25,director115,manager233,NA,NA,CUA
account243,0,8000,5/10/18,16/10/18,practice3,offer41,NA,segment19,director107,manager154,NA,NA,QDS
account774,1,90909.09,2/10/18,23/10/18,practice4,offer43,NA,segment28,director102,manager212,NA,NA,VLA
account548,1,135515,26/10/18,27/11/18,practice4,offer44,sector4,segment19,director149,manager44,source2,Sole sourced,DOH
account434,1,5000,24/10/18,31/10/18,practice1,offer56,NA,segment25,director81,manager237,source3,Sole sourced,LTU
account254,1,16682,18/9/18,11/10/18,practice4,offer44,NA,segment19,director90,manager239,NA,NA,DHS
account426,1,15000,24/10/18,27/11/18,practice3,offer42,NA,NA,director122,manager270,NA,NA,KSR
account415,0,150000,24/10/18,1/12/18,practice1,offer11,NA,segment42,director117,manager157,NA,Competitive,JNA
account117,0,30000,13/9/16,10/1/17,practice4,offer44,sector4,segment31,director141,manager97,source2,NA,BBL
account249,1,19000,13/9/16,5/10/16,practice4,offer51,sector7,segment15,director141,manager220,source2,NA,FEW
account272,0,120000,9/10/18,27/11/18,practice3,offer41,NA,segment45,director112,manager155,NA,NA,DPC
account93,1,246327,25/10/18,16/11/18,practice3,offer58,NA,segment14,director4,manager247,source5,Sole sourced,ATO
account245,0,95200,25/10/18,19/11/18,practice4,offer46,NA,segment19,director115,manager112,NA,NA,HSN
account785,1,27250,25/10/18,29/10/18,practice4,offer44,NA,segment19,director42,manager200,NA,NA,COU
account422,1,94637,25/10/18,27/11/18,practice1,offer44,NA,segment1,director149,manager201,NA,NA,JUN
account84,1,100000,3/8/16,3/8/16,practice1,offer10,NA,segment25,director126,manager208,source2,NA,ANU
account182,1,28400,3/8/16,3/8/16,practice1,offer8,sector6,segment19,director117,manager219,source2,NA,TCC
account182,1,80100,3/8/16,3/8/16,practice1,offer8,sector6,segment19,director117,manager16,source2,NA,TCC
account272,1,147000,3/8/16,15/9/16,practice4,offer51,sector1,segment45,director141,manager127,source2,NA,DPC
account84,0,13500,20/5/16,26/5/16,practice3,offer34,sector2,segment25,director77,manager148,source2,NA,ANU
account618,1,32150,20/5/16,17/6/16,practice1,offer8,sector3,segment26,director169,manager157,source2,NA,RCV
account56,1,450700,9/5/16,22/6/16,practice3,offer34,sector1,segment6,director79,manager11,source2,NA,ABS
account156,1,23100,9/5/16,9/9/16,practice3,offer34,sector6,NA,director1,manager213,source2,NA,CCR
account441,1,29800,9/5/16,9/5/16,practice3,offer33,sector4,segment1,director113,manager219,source2,NA,LAS
account15,1,123846,26/7/16,2/8/16,practice3,offer35,sector4,segment22,director122,manager139,source2,NA,ALH
account685,0,100000,26/7/16,26/7/16,practice1,offer26,NA,segment4,director135,manager173,source2,NA,SMY
account433,1,43000,26/7/16,3/8/16,practice4,offer45,sector5,segment23,director53,manager252,source2,NA,KMG
account235,1,30375,1/6/16,1/6/16,practice4,offer44,sector2,segment20,director141,manager182,source2,NA,QDE
account585,1,74700,1/6/16,24/6/16,practice1,offer10,sector4,segment10,director122,manager198,source2,NA,PPY
account394,1,16300,1/6/16,3/6/16,practice1,offer8,sector3,segment26,director51,manager308,source2,NA,ICR
account725,1,11250,2/6/16,3/6/16,practice4,offer51,sector8,segment17,director82,manager73,source2,NA,TFN
account78,0,24900,13/5/16,27/6/16,practice4,offer44,sector2,segment34,director141,manager96,source2,NA,TSL
account403,0,60000,6/6/16,22/6/16,practice1,offer8,sector8,segment24,director51,manager303,source2,NA,IRA
account290,1,23209.09,6/6/16,6/6/16,practice4,offer51,sector1,segment14,director135,manager305,source2,NA,FDT
account248,1,72200,24/5/16,11/6/16,practice3,offer34,sector1,segment14,director162,manager308,source2,NA,DSA
account588,1,31680,24/5/16,1/6/16,practice1,offer10,sector5,NA,director117,manager31,source2,NA,PYC
account272,1,0,24/5/16,27/8/18,practice4,offer47,sector1,segment45,director26,manager209,source2,NA,DPC
account598,0,80000,24/5/16,12/7/16,practice1,offer8,sector8,segment24,director2,manager238,source9,NA,PTV
account142,1,10000,21/5/16,21/5/16,practice4,offer51,sector5,segment16,director169,manager165,source2,NA,CBP
account515,0,NA,21/5/16,22/6/16,practice4,offer45,sector5,segment13,director1,manager183,source2,NA,NBS
account294,1,27000,7/6/16,7/6/16,practice2,offer25,NA,segment6,director158,manager282,source2,NA,DTO
account722,0,28000,7/6/16,17/1/17,practice2,offer25,sector8,segment24,director23,manager51,source2,NA,ITA
account548,1,2862.5,26/5/16,9/7/16,practice2,offer20,sector4,segment19,director85,manager152,source2,NA,DOH
account285,1,10741.56,26/5/16,26/5/16,practice2,offer25,NA,segment45,director158,manager282,source2,NA,PMC
account799,1,56000,26/5/16,17/8/16,practice1,offer3,sector2,segment25,director51,manager60,source2,NA,WSU
account646,1,70000,26/5/16,15/7/16,practice2,offer20,sector4,segment1,director36,manager161,source2,NA,SBV
account177,0,200000,26/5/16,23/6/16,practice1,offer10,sector4,NA,director122,manager305,source2,NA,CNN
account307,1,3700,26/5/16,8/6/16,practice1,offer10,sector5,segment32,director122,manager195,source2,NA,ETH
account241,0,80000,26/5/16,4/7/16,practice3,offer35,sector2,segment20,director134,manager148,source2,NA,DED
account613,1,14700,26/5/16,2/6/16,practice1,offer8,sector5,segment23,director117,manager236,source2,NA,QSN
account722,1,44137,4/6/16,9/6/16,practice2,offer20,sector8,segment24,director162,manager176,source2,NA,ITA
account548,1,3500,4/6/16,7/6/16,practice2,offer16,NA,segment19,director23,manager137,source2,NA,DOH
